10,Facu,2021-11-27 00:54:03
10,Facu,2021-11-27 00:58:51
10,Facu,2021-11-27 01:00:10
10,Facu,2021-11-27 01:11:00
10,Facu,2021-11-27 01:16:53
10,Facu,2021-11-27 01:18:08
10,Facu,2021-11-27 01:49:22
15,C1,2021-11-27 02:25:33
15,C1,2021-11-27 02:26:44
16,C2,2021-11-27 03:12:04
17,C3,2021-11-27 03:12:33
21,Bar1,2021-11-27 03:12:56
22,Bar2,2021-11-27 03:13:16
18,Co1,2021-11-27 03:13:35
19,Co2,2021-11-27 03:13:49
20,Co3,2021-11-27 03:14:07
20,Co3,2021-11-28 19:33:22
30,Bar3,2021-11-29 00:43:35
